id,arxivId,submitter,authors,title,comments,journalRef,doi,reportNo,categories,license,abstract,versions,updateDate,authorsParsed
119,810.4616,Claudine Brucks,"Claudine Brucks, Christoph Schommer",Assembling Actor-based Mind-Maps from Text Stream,"12 pages, 8 Figures","Summary of the Master Thesis ""Actor-based Mind-map learning from
  Text Streams"". Dept. of Computer Science and Communication, University of
  Luxembourg, 2008",,,cs.CL cs.DL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  For human beings, the processing of text streams of unknown size leads
generally to problems because e.g. noise must be selected out, information be
tested for its relevance or redundancy, and linguistic phenomenon like
ambiguity or the resolution of pronouns be advanced. Putting this into
simulation by using an artificial mind-map is a challenge, which offers the
gate for a wide field of applications like automatic text summarization or
punctual retrieval. In this work we present a framework that is a first step
towards an automatic intellect. It aims at assembling a mind-map based on
incoming text streams and on a subject-verb-object strategy, having the verb as
an interconnection between the adjacent nouns. The mind-map's performance is
enriched by a pronoun resolution engine that bases on the work of D. Klein, and
C. D. Manning.
","[{'version': 'v1', 'created': 'Sat, 25 Oct 2008 16:00:08 GMT'}]",2008-10-28,"[['Brucks', 'Claudine', ''], ['Schommer', 'Christoph', '']]"
120,810.4952,Adam Lipowski,Adam Lipowski and Dorota Lipowska,Computational modelling of evolution: ecosystems and language,"37 pages, proceedings of the conference ""From Genetics to
  Mathematics"" (Zbaszyn, Poland, October-2007)","Series on Advances in Mathematics for Applied Sciences - vol.79
  (2009)",,,q-bio.PE cs.CL physics.soc-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Recently, computational modelling became a very important research tool that
enables us to study problems that for decades evaded scientific analysis.
Evolutionary systems are certainly examples of such problems: they are composed
of many units that might reproduce, diffuse, mutate, die, or in some cases for
example communicate. These processes might be of some adaptive value, they
influence each other and occur on various time scales. That is why such systems
are so difficult to study. In this paper we briefly review some computational
approaches, as well as our contributions, to the evolution of ecosystems and
language. We start from Lotka-Volterra equations and the modelling of simple
two-species prey-predator systems. Such systems are canonical example for
studying oscillatory behaviour in competitive populations. Then we describe
various approaches to study long-term evolution of multi-species ecosystems. We
emphasize the need to use models that take into account both ecological and
evolutionary processes. Finally, we address the problem of the emergence and
development of language. It is becoming more and more evident that any theory
of language origin and development must be consistent with darwinian principles
of evolution. Consequently, a number of techniques developed for modelling
evolution of complex ecosystems are being applied to the problem of language.
We briefly review some of these approaches.
","[{'version': 'v1', 'created': 'Mon, 27 Oct 2008 23:20:11 GMT'}]",2009-07-04,"[['Lipowski', 'Adam', ''], ['Lipowska', 'Dorota', '']]"
121,811.0453,Cynthia Wagner CW,"Cynthia Wagner, and Christoph Schommer",CoZo+ - A Content Zoning Engine for textual documents,"4 pages, 4 figures",,,,cs.CL cs.IR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Content zoning can be understood as a segmentation of textual documents into
zones. This is inspired by [6] who initially proposed an approach for the
argumentative zoning of textual documents. With the prototypical CoZo+ engine,
we focus on content zoning towards an automatic processing of textual streams
while considering only the actors as the zones. We gain information that can be
used to realize an automatic recognition of content for pre-defined actors. We
understand CoZo+ as a necessary pre-step towards an automatic generation of
summaries and to make intellectual ownership of documents detectable.
","[{'version': 'v1', 'created': 'Tue, 4 Nov 2008 09:08:32 GMT'}]",2008-11-05,"[['Wagner', 'Cynthia', ''], ['Schommer', 'Christoph', '']]"
122,811.0579,Gilles Serasset,"Gilles s\'erasset (IMAG, Clips - Imag, Lig), Christian Boitet (IMAG,
  Clips - Imag, Lig)","UNL-French deconversion as transfer & generation from an interlingua
  with possible quality enhancement through offline human interaction",,"MACHINE TRANSLATION SUMMIT VII, Singapour : Singapour (1999)",,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We present the architecture of the UNL-French deconverter, which ""generates""
from the UNL interlingua by first""localizing"" the UNL form for French, within
UNL, and then applying slightly adapted but classical transfer and generation
techniques, implemented in GETA's Ariane-G5 environment, supplemented by some
UNL-specific tools. Online interaction can be used during deconversion to
enhance output quality and is now used for development purposes. We show how
interaction could be delayed and embedded in the postedition phase, which would
then interact not directly with the output text, but indirectly with several
components of the deconverter. Interacting online or offline can improve the
quality not only of the utterance at hand, but also of the utterances processed
later, as various preferences may be automatically changed to let the
deconverter ""learn"".
","[{'version': 'v1', 'created': 'Tue, 4 Nov 2008 19:31:58 GMT'}]",2008-11-05,"[['sérasset', 'Gilles', '', 'IMAG, Clips - Imag, Lig'], ['Boitet', 'Christian', '', 'IMAG,\n  Clips - Imag, Lig']]"
123,811.126,R K Bisht,"Raj Kishor Bisht, H.S.Dhami",The Application of Fuzzy Logic to Collocation Extraction,"13 pages,5 figures,5 tables",,,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Collocations are important for many tasks of Natural language processing such
as information retrieval, machine translation, computational lexicography etc.
So far many statistical methods have been used for collocation extraction.
Almost all the methods form a classical crisp set of collocation. We propose a
fuzzy logic approach of collocation extraction to form a fuzzy set of
collocations in which each word combination has a certain grade of membership
for being collocation. Fuzzy logic provides an easy way to express natural
language into fuzzy logic rules. Two existing methods; Mutual information and
t-test have been utilized for the input of the fuzzy inference system. The
resulting membership function could be easily seen and demonstrated. To show
the utility of the fuzzy logic some word pairs have been examined as an
example. The working data has been based on a corpus of about one million words
contained in different novels constituting project Gutenberg available on
www.gutenberg.org. The proposed method has all the advantages of the two
methods, while overcoming their drawbacks. Hence it provides a better result
than the two methods.
","[{'version': 'v1', 'created': 'Sat, 8 Nov 2008 10:44:43 GMT'}]",2008-11-11,"[['Bisht', 'Raj Kishor', ''], ['Dhami', 'H. S.', '']]"
124,811.4717,Daniel Racoceanu,"Roxana Teodorescu (UPT, LAB), Daniel Racoceanu (LAB, IPAAL), Wee-Kheng
  Leow (IPAAL, NUS), Vladimir Cretu (UPT)","Prospective Study for Semantic Inter-Media Fusion in Content-Based
  Medical Image Retrieval",11 pages,,,Onco-media Teodorescu 2008,cs.IR cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  One important challenge in modern Content-Based Medical Image Retrieval
(CBMIR) approaches is represented by the semantic gap, related to the
complexity of the medical knowledge. Among the methods that are able to close
this gap in CBMIR, the use of medical thesauri/ontologies has interesting
perspectives due to the possibility of accessing on-line updated relevant
webservices and to extract real-time medical semantic structured information.
The CBMIR approach proposed in this paper uses the Unified Medical Language
System's (UMLS) Metathesaurus to perform a semantic indexing and fusion of
medical media. This fusion operates before the query processing (retrieval) and
works at an UMLS-compliant conceptual indexing level. Our purpose is to study
various techniques related to semantic data alignment, preprocessing, fusion,
clustering and retrieval, by evaluating the various techniques and highlighting
future research directions. The alignment and the preprocessing are based on
partial text/image retrieval feedback and on the data structure. We analyze
various probabilistic, fuzzy and evidence-based approaches for the fusion
process and different similarity functions for the retrieval process. All the
proposed methods are evaluated on the Cross Language Evaluation Forum's (CLEF)
medical image retrieval benchmark, by focusing also on a more homogeneous
component medical image database: the Pathology Education Instructional
Resource (PEIR).
","[{'version': 'v1', 'created': 'Fri, 28 Nov 2008 13:30:23 GMT'}]",2008-12-01,"[['Teodorescu', 'Roxana', '', 'UPT, LAB'], ['Racoceanu', 'Daniel', '', 'LAB, IPAAL'], ['Leow', 'Wee-Kheng', '', 'IPAAL, NUS'], ['Cretu', 'Vladimir', '', 'UPT']]"
125,812.307,Alex Arenas,"J. Borge, A. Arenas","A Computational Model to Disentangle Semantic Information Embedded in
  Word Association Norms","9 pages, 3 figures",,,,cs.CL cs.AI physics.data-an physics.soc-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Two well-known databases of semantic relationships between pairs of words
used in psycholinguistics, feature-based and association-based, are studied as
complex networks. We propose an algorithm to disentangle feature based
relationships from free association semantic networks. The algorithm uses the
rich topology of the free association semantic network to produce a new set of
relationships between words similar to those observed in feature production
norms.
","[{'version': 'v1', 'created': 'Tue, 16 Dec 2008 14:24:23 GMT'}]",2008-12-17,"[['Borge', 'J.', ''], ['Arenas', 'A.', '']]"
126,812.4446,Peter Turney,Peter D. Turney (National Research Council of Canada),The Latent Relation Mapping Engine: Algorithm and Experiments,related work available at http://purl.org/peter.turney/,"Journal of Artificial Intelligence Research, (2008), 33, 615-655",10.1613/jair.2693,NRC-50738,cs.CL cs.AI cs.LG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Many AI researchers and cognitive scientists have argued that analogy is the
core of cognition. The most influential work on computational modeling of
analogy-making is Structure Mapping Theory (SMT) and its implementation in the
Structure Mapping Engine (SME). A limitation of SME is the requirement for
complex hand-coded representations. We introduce the Latent Relation Mapping
Engine (LRME), which combines ideas from SME and Latent Relational Analysis
(LRA) in order to remove the requirement for hand-coded representations. LRME
builds analogical mappings between lists of words, using a large corpus of raw
text to automatically discover the semantic relations among the words. We
evaluate LRME on a set of twenty analogical mapping problems, ten based on
scientific analogies and ten based on common metaphors. LRME achieves
human-level performance on the twenty problems. We compare LRME with a variety
of alternative approaches and find that they are not able to reach the same
level of performance.
","[{'version': 'v1', 'created': 'Tue, 23 Dec 2008 20:08:53 GMT'}]",2020-08-20,"[['Turney', 'Peter D.', '', 'National Research Council of Canada']]"
127,901.2216,Animesh Mukherjee,"Animesh Mukherjee, Monojit Choudhury and Ravi Kannan","Discovering Global Patterns in Linguistic Networks through Spectral
  Analysis: A Case Study of the Consonant Inventories",In the proceedings of EACL 2009,,,,cs.CL physics.data-an,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Recent research has shown that language and the socio-cognitive phenomena
associated with it can be aptly modeled and visualized through networks of
linguistic entities. However, most of the existing works on linguistic networks
focus only on the local properties of the networks. This study is an attempt to
analyze the structure of languages via a purely structural technique, namely
spectral analysis, which is ideally suited for discovering the global
correlations in a network. Application of this technique to PhoNet, the
co-occurrence network of consonants, not only reveals several natural
linguistic principles governing the structure of the consonant inventories, but
is also able to quantify their relative importance. We believe that this
powerful technique can be successfully applied, in general, to study the
structure of natural languages.
","[{'version': 'v1', 'created': 'Thu, 15 Jan 2009 10:22:28 GMT'}]",2009-01-18,"[['Mukherjee', 'Animesh', ''], ['Choudhury', 'Monojit', ''], ['Kannan', 'Ravi', '']]"
128,901.2349,Eduardo G. Altmann,"Eduardo G. Altmann, Janet B. Pierrehumbert, and Adilson E. Motter","Beyond word frequency: Bursts, lulls, and scaling in the temporal
  distributions of words",,PLoS ONE 4 (11): e7678 (2009),10.1371/journal.pone.0007678,,cs.CL cond-mat.dis-nn physics.data-an physics.soc-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Background: Zipf's discovery that word frequency distributions obey a power
law established parallels between biological and physical processes, and
language, laying the groundwork for a complex systems perspective on human
communication. More recent research has also identified scaling regularities in
the dynamics underlying the successive occurrences of events, suggesting the
possibility of similar findings for language as well.
  Methodology/Principal Findings: By considering frequent words in USENET
discussion groups and in disparate databases where the language has different
levels of formality, here we show that the distributions of distances between
successive occurrences of the same word display bursty deviations from a
Poisson process and are well characterized by a stretched exponential (Weibull)
scaling. The extent of this deviation depends strongly on semantic type -- a
measure of the logicality of each word -- and less strongly on frequency. We
develop a generative model of this behavior that fully determines the dynamics
of word usage.
  Conclusions/Significance: Recurrence patterns of words are well described by
a stretched exponential distribution of recurrence times, an empirical scaling
that cannot be anticipated from Zipf's law. Because the use of words provides a
uniquely precise and powerful lens on human thought and activity, our findings
also have implications for other overt manifestations of collective human
dynamics.
","[{'version': 'v1', 'created': 'Thu, 15 Jan 2009 21:12:12 GMT'}, {'version': 'v2', 'created': 'Wed, 11 Nov 2009 16:07:23 GMT'}]",2009-11-11,"[['Altmann', 'Eduardo G.', ''], ['Pierrehumbert', 'Janet B.', ''], ['Motter', 'Adilson E.', '']]"
129,901.2924,Alvaro Corral,"Alvaro Corral (1), Ramon Ferrer-i-Cancho (2), Gemma Boleda (2), Albert
  Diaz-Guilera (3). ((1) Centre de Recerca Matematica, (2) U Politecnica
  Catalunya, (3) U Barcelona)",Universal Complex Structures in Written Language,Short paper,,,,physics.soc-ph cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Quantitative linguistics has provided us with a number of empirical laws that
characterise the evolution of languages and competition amongst them. In terms
of language usage, one of the most influential results is Zipf's law of word
frequencies. Zipf's law appears to be universal, and may not even be unique to
human language. However, there is ongoing controversy over whether Zipf's law
is a good indicator of complexity. Here we present an alternative approach that
puts Zipf's law in the context of critical phenomena (the cornerstone of
complexity in physics) and establishes the presence of a large scale
""attraction"" between successive repetitions of words. Moreover, this phenomenon
is scale-invariant and universal -- the pattern is independent of word
frequency and is observed in texts by different authors and written in
different languages. There is evidence, however, that the shape of the scaling
relation changes for words that play a key role in the text, implying the
existence of different ""universality classes"" in the repetition of words. These
behaviours exhibit striking parallels with complex catastrophic phenomena.
","[{'version': 'v1', 'created': 'Mon, 19 Jan 2009 21:19:55 GMT'}]",2009-01-21,"[['Corral', 'Alvaro', ''], ['Ferrer-i-Cancho', 'Ramon', ''], ['Boleda', 'Gemma', ''], ['Diaz-Guilera', 'Albert', ''], ['.', '', '']]"
130,901.3017,Ronojoy Adhikari,"Nisha Yadav, Hrishikesh Joglekar, Rajesh P. N. Rao, M. N. Vahia,
  Iravatham Mahadevan and R. Adhikari",Statistical analysis of the Indus script using $n$-grams,,,10.1371/journal.pone.0009506,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The Indus script is one of the major undeciphered scripts of the ancient
world. The small size of the corpus, the absence of bilingual texts, and the
lack of definite knowledge of the underlying language has frustrated efforts at
decipherment since the discovery of the remains of the Indus civilisation.
Recently, some researchers have questioned the premise that the Indus script
encodes spoken language. Building on previous statistical approaches, we apply
the tools of statistical language processing, specifically $n$-gram Markov
chains, to analyse the Indus script for syntax. Our main results are that the
script has well-defined signs which begin and end texts, that there is
directionality and strong correlations in the sign order, and that there are
groups of signs which appear to have identical syntactic function. All these
require no {\it a priori} suppositions regarding the syntactic or semantic
content of the signs, but follow directly from the statistical analysis. Using
information theoretic measures, we find the information in the script to be
intermediate between that of a completely random and a completely fixed
ordering of signs. Our study reveals that the Indus script is a structured sign
system showing features of a formal language, but, at present, cannot
conclusively establish that it encodes {\it natural} language. Our $n$-gram
Markov model is useful for predicting signs which are missing or illegible in a
corpus of Indus texts. This work forms the basis for the development of a
stochastic grammar which can be used to explore the syntax of the Indus script
in greater detail.
","[{'version': 'v1', 'created': 'Tue, 20 Jan 2009 12:55:55 GMT'}]",2015-05-13,"[['Yadav', 'Nisha', ''], ['Joglekar', 'Hrishikesh', ''], ['Rao', 'Rajesh P. N.', ''], ['Vahia', 'M. N.', ''], ['Mahadevan', 'Iravatham', ''], ['Adhikari', 'R.', '']]"
131,901.3291,Jaroslaw Kwapien,"Stanislaw Drozdz, Jaroslaw Kwapien, Adam Orczyk",Approaching the linguistic complexity,to be published in conference proceedings,"Complex Sciences, Lect. Notes ICST vol.4, 1044-1050 (Springer,
  2009)",10.1007/978-3-642-02466-5_104,,cs.CL physics.data-an,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We analyze the rank-frequency distributions of words in selected English and
Polish texts. We compare scaling properties of these distributions in both
languages. We also study a few small corpora of Polish literary texts and find
that for a corpus consisting of texts written by different authors the basic
scaling regime is broken more strongly than in the case of comparable corpus
consisting of texts written by the same author. Similarly, for a corpus
consisting of texts translated into Polish from other languages the scaling
regime is broken more strongly than for a comparable corpus of native Polish
texts. Moreover, based on the British National Corpus, we consider the
rank-frequency distributions of the grammatically basic forms of words (lemmas)
tagged with their proper part of speech. We find that these distributions do
not scale if each part of speech is analyzed separately. The only part of
speech that independently develops a trace of scaling is verbs.
","[{'version': 'v1', 'created': 'Wed, 21 Jan 2009 15:24:59 GMT'}]",2015-11-11,"[['Drozdz', 'Stanislaw', ''], ['Kwapien', 'Jaroslaw', ''], ['Orczyk', 'Adam', '']]"
132,901.399,Bernard Jacquemin,"Bernard Jacquemin (LIMSI), Sabine Ploux (L2C2)",Du corpus au dictionnaire,,"Cahiers de Linguistique. Revue de sociolinguistique et de
  sociologie de la langue fran\c{c}aise 33, 1 (2008) 63-84",,,cs.CL cs.IR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this article, we propose an automatic process to build multi-lingual
lexico-semantic resources. The goal of these resources is to browse
semantically textual information contained in texts of different languages.
This method uses a mathematical model called Atlas s\'emantiques in order to
represent the different senses of each word. It uses the linguistic relations
between words to create graphs that are projected into a semantic space. These
projections constitute semantic maps that denote the sense trends of each given
word. This model is fed with syntactic relations between words extracted from a
corpus. Therefore, the lexico-semantic resource produced describes all the
words and all their meanings observed in the corpus. The sense trends are
expressed by syntactic contexts, typical for a given meaning. The link between
each sense trend and the utterances used to build the sense trend are also
stored in an index. Thus all the instances of a word in a particular sense are
linked and can be browsed easily. And by using several corpora of different
languages, several resources are built that correspond with each other through
languages. It makes it possible to browse information through languages thanks
to syntactic contexts translations (even if some of them are partial).
","[{'version': 'v1', 'created': 'Mon, 26 Jan 2009 15:52:21 GMT'}]",2009-01-27,"[['Jacquemin', 'Bernard', '', 'LIMSI'], ['Ploux', 'Sabine', '', 'L2C2']]"
133,901.418,Bj{\o}rn Kjos-Hanssen,Bj{\o}rn Kjos-Hanssen and Alberto J. Evangelista,Google distance between words,"Presented at Frontiers in Undergraduate Research, University of
  Connecticut, 2006",,,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Cilibrasi and Vitanyi have demonstrated that it is possible to extract the
meaning of words from the world-wide web. To achieve this, they rely on the
number of webpages that are found through a Google search containing a given
word and they associate the page count to the probability that the word appears
on a webpage. Thus, conditional probabilities allow them to correlate one word
with another word's meaning. Furthermore, they have developed a similarity
distance function that gauges how closely related a pair of words is. We
present a specific counterexample to the triangle inequality for this
similarity distance function.
","[{'version': 'v1', 'created': 'Tue, 27 Jan 2009 06:29:10 GMT'}, {'version': 'v2', 'created': 'Wed, 28 Jan 2015 20:10:34 GMT'}]",2015-01-29,"[['Kjos-Hanssen', 'Bjørn', ''], ['Evangelista', 'Alberto J.', '']]"
134,901.4375,Peter Bruza,"P.D. Bruza, K. Kitto, D. Nelson, C. McEvoy","Extracting Spooky-activation-at-a-distance from Considerations of
  Entanglement","13 pages, 2 figures; To appear in Proceedings of the Third Quantum
  Interaction Symposium, Lecture Notes in Artificial Intelligence, vol 5494,
  Springer, 2009",,,,physics.data-an cs.CL quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Following an early claim by Nelson & McEvoy \cite{Nelson:McEvoy:2007}
suggesting that word associations can display `spooky action at a distance
behaviour', a serious investigation of the potentially quantum nature of such
associations is currently underway. This paper presents a simple quantum model
of a word association system. It is shown that a quantum model of word
entanglement can recover aspects of both the Spreading Activation equation and
the Spooky-activation-at-a-distance equation, both of which are used to model
the activation level of words in human memory.
","[{'version': 'v1', 'created': 'Tue, 27 Jan 2009 23:59:59 GMT'}]",2009-01-29,"[['Bruza', 'P. D.', ''], ['Kitto', 'K.', ''], ['Nelson', 'D.', ''], ['McEvoy', 'C.', '']]"
135,901.4784,Fabio G. Guerrero Moreno,Fabio G. Guerrero,On the Entropy of Written Spanish,Submitted to the IEEE Transactions on Information Theory,"Revista Colombiana de Estadistica (RCE), Vol. 35, No. 3, Dec.
  2012, pp 423-440",,,cs.CL cs.IT math.IT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This paper reports on results on the entropy of the Spanish language. They
are based on an analysis of natural language for n-word symbols (n = 1 to 18),
trigrams, digrams, and characters. The results obtained in this work are based
on the analysis of twelve different literary works in Spanish, as well as a
279917 word news file provided by the Spanish press agency EFE. Entropy values
are calculated by a direct method using computer processing and the probability
law of large numbers. Three samples of artificial Spanish language produced by
a first-order model software source are also analyzed and compared with natural
Spanish language.
","[{'version': 'v1', 'created': 'Fri, 30 Jan 2009 03:46:01 GMT'}]",2013-01-15,"[['Guerrero', 'Fabio G.', '']]"
136,902.0606,M. Angeles Serrano,"M. Angeles Serrano, Alessandro Flammini, and Filippo Menczer",Beyond Zipf's law: Modeling the structure of human language,"9 pages, 4 figures",,,,cs.CL physics.soc-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Human language, the most powerful communication system in history, is closely
associated with cognition. Written text is one of the fundamental
manifestations of language, and the study of its universal regularities can
give clues about how our brains process information and how we, as a society,
organize and share it. Still, only classical patterns such as Zipf's law have
been explored in depth. In contrast, other basic properties like the existence
of bursts of rare words in specific documents, the topical organization of
collections, or the sublinear growth of vocabulary size with the length of a
document, have only been studied one by one and mainly applying heuristic
methodologies rather than basic principles and general mechanisms. As a
consequence, there is a lack of understanding of linguistic processes as
complex emergent phenomena. Beyond Zipf's law for word frequencies, here we
focus on Heaps' law, burstiness, and the topicality of document collections,
which encode correlations within and across documents absent in random null
models. We introduce and validate a generative model that explains the
simultaneous emergence of all these patterns from simple rules. As a result, we
find a connection between the bursty nature of rare words and the topical
organization of texts and identify dynamic word ranking and memory across
documents as key mechanisms explaining the non trivial organization of written
text. Our research can have broad implications and practical applications in
computer science, cognitive science, and linguistics.
","[{'version': 'v1', 'created': 'Tue, 3 Feb 2009 21:04:33 GMT'}]",2009-02-05,"[['Serrano', 'M. Angeles', ''], ['Flammini', 'Alessandro', ''], ['Menczer', 'Filippo', '']]"
137,902.1033,Sylvain Raybaud,"Sylvain Raybaud (INRIA Lorraine - LORIA), Caroline Lavecchia (INRIA
  Lorraine - LORIA), David Langlois (INRIA Lorraine - LORIA), Kamel Sma\""ili
  (INRIA Lorraine - LORIA)",New Confidence Measures for Statistical Machine Translation,,"International Conference On Agents and Artificial Intelligence -
  ICAART 09 (2009)",,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  A confidence measure is able to estimate the reliability of an hypothesis
provided by a machine translation system. The problem of confidence measure can
be seen as a process of testing : we want to decide whether the most probable
sequence of words provided by the machine translation system is correct or not.
In the following we describe several original word-level confidence measures
for machine translation, based on mutual information, n-gram language model and
lexical features language model. We evaluate how well they perform individually
or together, and show that using a combination of confidence measures based on
mutual information yields a classification error rate as low as 25.1% with an
F-measure of 0.708.
","[{'version': 'v1', 'created': 'Fri, 6 Feb 2009 09:28:58 GMT'}]",2009-02-09,"[['Raybaud', 'Sylvain', '', 'INRIA Lorraine - LORIA'], ['Lavecchia', 'Caroline', '', 'INRIA\n  Lorraine - LORIA'], ['Langlois', 'David', '', 'INRIA Lorraine - LORIA'], ['Smaïli', 'Kamel', '', 'INRIA Lorraine - LORIA']]"
138,902.223,Ama\c{c} Herda\u{g}delen,Ama\c{c} Herda\u{g}delen and Marco Baroni,BagPack: A general framework to represent semantic relations,"Long paper presented at GEMS - Geometric Models of Natural Language
  Semantics, workshop held in conjunction with the 12th Conference of the
  European Chapter of the Association for Computational Linguistics (EACL-09),
  Athens, Greece",,,,cs.CL cs.IR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We introduce a way to represent word pairs instantiating arbitrary semantic
relations that keeps track of the contexts in which the words in the pair occur
both together and independently. The resulting features are of sufficient
generality to allow us, with the help of a standard supervised machine learning
algorithm, to tackle a variety of unrelated semantic tasks with good results
and almost no task-specific tailoring.
","[{'version': 'v1', 'created': 'Thu, 12 Feb 2009 23:02:06 GMT'}]",2009-02-16,"[['Herdağdelen', 'Amaç', ''], ['Baroni', 'Marco', '']]"
139,902.2345,Stergos Afantenos,Stergos D. Afantenos and Nicolas Hernandez,What's in a Message?,,"12th Conference of the European Chapter of the Association for
  Computational Linguistics (EACL 2009), workshop on Cognitive Aspects of
  Computational Language Acquisition. Athens, Greece",,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this paper we present the first step in a larger series of experiments for
the induction of predicate/argument structures. The structures that we are
inducing are very similar to the conceptual structures that are used in Frame
Semantics (such as FrameNet). Those structures are called messages and they
were previously used in the context of a multi-document summarization system of
evolving events. The series of experiments that we are proposing are
essentially composed from two stages. In the first stage we are trying to
extract a representative vocabulary of words. This vocabulary is later used in
the second stage, during which we apply to it various clustering approaches in
order to identify the clusters of predicates and arguments--or frames and
semantic roles, to use the jargon of Frame Semantics. This paper presents in
detail and evaluates the first stage.
","[{'version': 'v1', 'created': 'Fri, 13 Feb 2009 17:08:10 GMT'}]",2009-02-16,"[['Afantenos', 'Stergos D.', ''], ['Hernandez', 'Nicolas', '']]"
140,902.3072,Eric Laporte,"Eric Laporte (IGM-LabInfo), Elisabete Ranchhod (ONSET-CEL), Anastasia
  Yannacopoulou (IGM-LabInfo)",Syntactic variation of support verb constructions,,"Lingvisticae Investigationes 31, 2 (2008) 173-185",,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We report experiments about the syntactic variations of support verb
constructions, a special type of multiword expressions (MWEs) containing
predicative nouns. In these expressions, the noun can occur with or without the
verb, with no clear-cut semantic difference. We extracted from a large French
corpus a set of examples of the two situations and derived statistical results
from these data. The extraction involved large-coverage language resources and
finite-state techniques. The results show that, most frequently, predicative
nouns occur without a support verb. This fact has consequences on methods of
extracting or recognising MWEs.
","[{'version': 'v1', 'created': 'Wed, 18 Feb 2009 08:51:28 GMT'}]",2009-02-19,"[['Laporte', 'Eric', '', 'IGM-LabInfo'], ['Ranchhod', 'Elisabete', '', 'ONSET-CEL'], ['Yannacopoulou', 'Anastasia', '', 'IGM-LabInfo']]"
141,902.406,Ken Yamamoto,"Ken Yamamoto, Yoshihiro Yamazaki",Network of two-Chinese-character compound words in Japanese language,,"Physica A 388, 2555-2560 (2009)",10.1016/j.physa.2009.02.032,,cs.CL physics.soc-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Some statistical properties of a network of two-Chinese-character compound
words in Japanese language are reported. In this network, a node represents a
Chinese character and an edge represents a two-Chinese-character compound word.
It is found that this network has properties of ""small-world"" and ""scale-free.""
A network formed by only Chinese characters for common use ({\it joyo-kanji} in
Japanese), which is regarded as a subclass of the original network, also has
small-world property. However, a degree distribution of the network exhibits no
clear power law. In order to reproduce disappearance of the power-law property,
a model for a selecting process of the Chinese characters for common use is
proposed.
","[{'version': 'v1', 'created': 'Tue, 24 Feb 2009 04:53:49 GMT'}]",2012-05-15,"[['Yamamoto', 'Ken', ''], ['Yamazaki', 'Yoshihiro', '']]"
142,903.2792,Manuel Cebrian,"Kostadin Koroutchev, Jian Shen, Elka Koroutcheva and Manuel Cebrian",Thermodynamics of Information Retrieval,"12 pages, 7 figures",,,,cs.IT cs.CL cs.SI math.IT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this work, we suggest a parameterized statistical model (the gamma
distribution) for the frequency of word occurrences in long strings of English
text and use this model to build a corresponding thermodynamic picture by
constructing the partition function. We then use our partition function to
compute thermodynamic quantities such as the free energy and the specific heat.
In this approach, the parameters of the word frequency model vary from word to
word so that each word has a different corresponding thermodynamics and we
suggest that differences in the specific heat reflect differences in how the
words are used in language, differentiating keywords from common and function
words. Finally, we apply our thermodynamic picture to the problem of retrieval
of texts based on keywords and suggest some advantages over traditional
information retrieval methods.
","[{'version': 'v1', 'created': 'Mon, 16 Mar 2009 16:16:42 GMT'}, {'version': 'v2', 'created': 'Mon, 14 Feb 2011 01:07:57 GMT'}, {'version': 'v3', 'created': 'Sun, 27 Feb 2011 10:36:25 GMT'}]",2011-03-01,"[['Koroutchev', 'Kostadin', ''], ['Shen', 'Jian', ''], ['Koroutcheva', 'Elka', ''], ['Cebrian', 'Manuel', '']]"
